"n","method","replication","beta_1"
250,"Joint",998,1.60289384930426
250,"Joint",999,2.33752083442822
250,"Joint",1000,1.50689290521594
500,"Two-step",1,1.4899135099941
500,"Two-step",2,1.37770586494638
500,"Two-step",3,1.45694053886392
500,"Two-step",4,1.31187591743951
500,"Two-step",5,1.27215056160894
500,"Two-step",6,1.56696674703828
500,"Two-step",7,1.29588915934917
500,"Two-step",8,1.15363418595048
500,"Two-step",9,1.41641581076341
500,"Two-step",10,1.43411003243456
500,"Two-step",11,1.28439258292592
500,"Two-step",12,1.4533478929375
500,"Two-step",13,1.58853059749436
500,"Two-step",14,1.40832146555761
500,"Two-step",15,1.27336304518412
500,"Two-step",16,1.58156912282143
500,"Two-step",17,1.33519294120856
500,"Two-step",18,1.51821974128105
500,"Two-step",19,1.52438802789402
500,"Two-step",20,1.64502607089545
500,"Two-step",21,1.50117609433316
500,"Two-step",22,1.48905235857706
500,"Two-step",23,1.4253141634965
500,"Two-step",24,1.37440681246518
500,"Two-step",25,1.55507449256761
500,"Two-step",26,1.5835535136153
500,"Two-step",27,1.51683668424596
500,"Two-step",28,1.31200841642181
500,"Two-step",29,1.52197574952231
500,"Two-step",30,1.23448334998597
500,"Two-step",31,1.42757549822568
500,"Two-step",32,1.45657682419327
500,"Two-step",33,1.38848636345259
500,"Two-step",34,1.53078373954957
500,"Two-step",35,1.08905458841894
500,"Two-step",36,1.38557218544427
500,"Two-step",37,1.65513373744241
500,"Two-step",38,1.48475175029356
500,"Two-step",39,1.36903838370824
500,"Two-step",40,1.4725778088855
500,"Two-step",41,1.43525007230218
500,"Two-step",42,1.51433978975791
500,"Two-step",43,1.32613418953995
500,"Two-step",44,1.26079630984329
500,"Two-step",45,1.33809287635356
500,"Two-step",46,1.49152876095727
500,"Two-step",47,1.51020156285249
500,"Two-step",48,1.79043440159997
500,"Two-step",49,1.64963790869798
500,"Two-step",50,1.43976778833866
500,"Two-step",51,1.51326420805033
500,"Two-step",52,1.52266060593068
500,"Two-step",53,1.24044721410603
500,"Two-step",54,1.59449400791623
500,"Two-step",55,1.36342031295106
500,"Two-step",56,1.18358636633847
500,"Two-step",57,1.29050145307748
500,"Two-step",58,1.27478753111469
500,"Two-step",59,1.56202746724815
500,"Two-step",60,1.57358257620136
500,"Two-step",61,1.45380581330063
500,"Two-step",62,1.46477776509845
500,"Two-step",63,1.4504360688718
500,"Two-step",64,1.39255113063541
500,"Two-step",65,1.54566822834341
500,"Two-step",66,1.39369284283702
500,"Two-step",67,1.48410013573553
500,"Two-step",68,1.44381965338872
500,"Two-step",69,1.16948005911898
500,"Two-step",70,1.53380214494795
500,"Two-step",71,1.4112507131395
500,"Two-step",72,1.47283861008954
500,"Two-step",73,1.19997854585358
500,"Two-step",74,1.41195573840995
500,"Two-step",75,1.35198300601453
500,"Two-step",76,1.33204125587243
500,"Two-step",77,1.43190045954014
500,"Two-step",78,1.4893354881164
500,"Two-step",79,1.41250507308904
500,"Two-step",80,1.49376685424028
500,"Two-step",81,1.12008616019726
500,"Two-step",82,1.55557500657038
500,"Two-step",83,1.30824562507581
500,"Two-step",84,1.34124324896819
500,"Two-step",85,1.33021501958888
500,"Two-step",86,1.39933268362043
500,"Two-step",87,1.32926770259193
500,"Two-step",88,1.38930726992707
500,"Two-step",89,1.59962219019313
500,"Two-step",90,1.63896843158955
500,"Two-step",91,1.59688203738118
500,"Two-step",92,1.40143597229577
500,"Two-step",93,1.55821071206415
500,"Two-step",94,1.38084834322074
500,"Two-step",95,1.42537401862322
500,"Two-step",96,1.65473064313027
500,"Two-step",97,1.5438755573753
500,"Two-step",98,1.49831165169981
500,"Two-step",99,1.14695965913337
500,"Two-step",100,1.65075702102455
500,"Two-step",101,1.39647203363078
500,"Two-step",102,1.59861234838296
500,"Two-step",103,1.40723623775555
500,"Two-step",104,1.29610394263548
500,"Two-step",105,1.63260490073541
500,"Two-step",106,1.66941746177202
500,"Two-step",107,1.28998666871228
500,"Two-step",108,1.46090362574169
500,"Two-step",109,1.79311099173852
500,"Two-step",110,1.29605021621568
500,"Two-step",111,1.42355490235547
500,"Two-step",112,1.46983933495706
500,"Two-step",113,1.47738288189073
500,"Two-step",114,1.54895888442052
500,"Two-step",115,1.47661868951955
500,"Two-step",116,1.46165507746643
500,"Two-step",117,1.4269269420053
500,"Two-step",118,1.24547462322242
500,"Two-step",119,1.31597206010905
500,"Two-step",120,1.31986463373207
500,"Two-step",121,1.5456158108829
500,"Two-step",122,1.22404633225274
500,"Two-step",123,1.36681709336197
500,"Two-step",124,1.44260123360587
500,"Two-step",125,1.2289936001547
500,"Two-step",126,1.15588861191639
500,"Two-step",127,1.34902047921514
500,"Two-step",128,1.49609259466427
500,"Two-step",129,1.34177507829446
500,"Two-step",130,1.50456732382305
500,"Two-step",131,1.53862640824774
500,"Two-step",132,1.26579678729013
500,"Two-step",133,1.49607529644166
500,"Two-step",134,1.55426646736742
500,"Two-step",135,1.31380074803916
500,"Two-step",136,1.4978318978782
500,"Two-step",137,1.39862633831341
500,"Two-step",138,1.33658149798852
500,"Two-step",139,1.67190430533839
500,"Two-step",140,1.37939517411573
500,"Two-step",141,1.44460091532477
500,"Two-step",142,1.62414469108291
500,"Two-step",143,1.51270100847879
500,"Two-step",144,1.49990613706965
500,"Two-step",145,1.3980786827609
500,"Two-step",146,1.56411783194261
500,"Two-step",147,1.4862669993859
500,"Two-step",148,1.34054837768583
500,"Two-step",149,1.54008786485263
500,"Two-step",150,1.74207544628257
500,"Two-step",151,1.63402968386675
500,"Two-step",152,1.41996486057311
500,"Two-step",153,1.41809024166292
500,"Two-step",154,1.44084023026792
500,"Two-step",155,1.36909669868153
500,"Two-step",156,1.49186763363217
500,"Two-step",157,1.58599463150707
500,"Two-step",158,1.61711210529829
500,"Two-step",159,1.45792727286698
500,"Two-step",160,1.38266416216063
500,"Two-step",161,1.71411618098231
500,"Two-step",162,1.27776294825205
500,"Two-step",163,1.67559501692722
500,"Two-step",164,1.3780381941938
500,"Two-step",165,1.46686689271013
500,"Two-step",166,1.46099595599855
500,"Two-step",167,1.63200372574917
500,"Two-step",168,1.23466484298145
500,"Two-step",169,1.33682412736725
500,"Two-step",170,1.54353417247234
500,"Two-step",171,1.32178778052108
500,"Two-step",172,1.29613669716004
500,"Two-step",173,1.46898933573752
500,"Two-step",174,1.50970375321346
500,"Two-step",175,1.61098161317064
500,"Two-step",176,1.49186992158599
500,"Two-step",177,1.40986845449695
500,"Two-step",178,1.18943561985968
500,"Two-step",179,1.57199791444561
500,"Two-step",180,1.2972407237107
500,"Two-step",181,1.26732910811856
500,"Two-step",182,1.42754742570624
500,"Two-step",183,1.56076567796023
500,"Two-step",184,1.41277864014895
500,"Two-step",185,1.33395356048193
500,"Two-step",186,1.54542785401732
500,"Two-step",187,1.44172992231107
500,"Two-step",188,1.21786862394555
500,"Two-step",189,1.54656381468378
500,"Two-step",190,1.80106387176053
500,"Two-step",191,1.54658940385728
500,"Two-step",192,1.35505625143025
500,"Two-step",193,1.47317027801641
500,"Two-step",194,1.70624436200399
500,"Two-step",195,1.43638498027917
500,"Two-step",196,1.46920730461461
500,"Two-step",197,1.37952062001166
500,"Two-step",198,1.51578889176765
500,"Two-step",199,1.35897803929116
500,"Two-step",200,1.45079669851005
500,"Two-step",201,1.40896318939606
500,"Two-step",202,1.49698575796395
500,"Two-step",203,1.51724844921267
500,"Two-step",204,1.48847726664275
500,"Two-step",205,1.35145564923859
500,"Two-step",206,1.50220399324083
500,"Two-step",207,1.09108870891313
500,"Two-step",208,1.6324459774999
500,"Two-step",209,1.53764289385449
500,"Two-step",210,1.42761392291963
500,"Two-step",211,1.48888529714281
500,"Two-step",212,1.5340120839789
500,"Two-step",213,1.31261891960447
500,"Two-step",214,1.48865522114699
500,"Two-step",215,1.47944239854664
500,"Two-step",216,1.5330982690806
500,"Two-step",217,1.52376162999678
500,"Two-step",218,1.33745256739062
500,"Two-step",219,1.42812697982418
500,"Two-step",220,1.49007961045892
500,"Two-step",221,1.38034422364874
500,"Two-step",222,1.34967135965378
500,"Two-step",223,1.38552846024603
500,"Two-step",224,1.36433575697586
500,"Two-step",225,1.50040724112022
500,"Two-step",226,1.70065718629029
500,"Two-step",227,1.68910322148191
500,"Two-step",228,1.40318625870032
500,"Two-step",229,1.45583140488486
500,"Two-step",230,1.41040186879209
500,"Two-step",231,1.47986825325558
500,"Two-step",232,1.43630124469543
500,"Two-step",233,1.45568690488124
500,"Two-step",234,1.62825816918974
500,"Two-step",235,1.51204532916068
500,"Two-step",236,1.58268827563512
500,"Two-step",237,1.53054901765882
500,"Two-step",238,1.64316799200266
500,"Two-step",239,1.47627772857551
500,"Two-step",240,1.65422581313372
500,"Two-step",241,1.30452274062067
500,"Two-step",242,1.49341233893876
500,"Two-step",243,1.25469694386519
500,"Two-step",244,1.27607946465466
500,"Two-step",245,1.58539472957529
500,"Two-step",246,1.51060253074981
500,"Two-step",247,1.18396002623904
500,"Two-step",248,1.45655581097244
500,"Two-step",249,1.41610847441126
500,"Two-step",250,1.50280459315001
500,"Two-step",251,1.76087206450784
500,"Two-step",252,1.21350567811405
500,"Two-step",253,1.55333750912066
500,"Two-step",254,1.66481750086415
500,"Two-step",255,1.3894323066043
500,"Two-step",256,1.47709879612549
500,"Two-step",257,1.43180687778788
500,"Two-step",258,1.36505587441083
500,"Two-step",259,1.47835540099419
500,"Two-step",260,1.58519563059132
500,"Two-step",261,1.69359872955168
500,"Two-step",262,1.37801936207788
500,"Two-step",263,1.85688961799728
500,"Two-step",264,1.41253694917916
500,"Two-step",265,1.52539326336754
500,"Two-step",266,1.50944585354395
500,"Two-step",267,1.59305991204433
500,"Two-step",268,1.42350366638418
500,"Two-step",269,1.46813889972283
500,"Two-step",270,1.78306017891226
500,"Two-step",271,1.49464773755159
500,"Two-step",272,1.44391208568866
500,"Two-step",273,1.47009449255985
500,"Two-step",274,1.42725909512975
500,"Two-step",275,1.45200957225426
500,"Two-step",276,1.45457403619574
500,"Two-step",277,1.46561368719364
500,"Two-step",278,1.46910262278645
500,"Two-step",279,1.39707642991175
500,"Two-step",280,1.64757127815549
500,"Two-step",281,1.32868935681034
500,"Two-step",282,1.51034156916978
500,"Two-step",283,1.35950045841397
500,"Two-step",284,1.43587137164094
500,"Two-step",285,1.42134044581819
500,"Two-step",286,1.27449025279088
500,"Two-step",287,1.62900180829325
500,"Two-step",288,1.19571662136702
500,"Two-step",289,1.36788698192951
500,"Two-step",290,1.38368972099855
500,"Two-step",291,1.51387793755254
500,"Two-step",292,1.4935319277568
500,"Two-step",293,1.31603501934667
500,"Two-step",294,1.57029638129061
500,"Two-step",295,1.38481914173261
500,"Two-step",296,1.33610915952499
500,"Two-step",297,1.34668038230448
500,"Two-step",298,1.3309129430095
500,"Two-step",299,1.43777809907996
500,"Two-step",300,1.592973828108
500,"Two-step",301,1.37380594742759
500,"Two-step",302,1.64472433139317
500,"Two-step",303,1.43210629831158
500,"Two-step",304,1.48018498837221
500,"Two-step",305,1.37720175454696
500,"Two-step",306,1.34792717470065
500,"Two-step",307,1.57649092245059
500,"Two-step",308,1.60052931159563
500,"Two-step",309,1.53510308137657
500,"Two-step",310,1.36454697442185
500,"Two-step",311,1.32120460549416
500,"Two-step",312,1.30636002164344
500,"Two-step",313,1.48601178037049
500,"Two-step",314,1.4136690824047
500,"Two-step",315,1.47973748962801
500,"Two-step",316,1.4563266790559
500,"Two-step",317,1.25688185337651
500,"Two-step",318,1.33851631748209
500,"Two-step",319,1.2101186654243
500,"Two-step",320,1.54587472891756
500,"Two-step",321,1.3946859768841
500,"Two-step",322,1.10524688308336
500,"Two-step",323,1.27954930242908
500,"Two-step",324,1.39657882595751
500,"Two-step",325,1.22812796432544
500,"Two-step",326,1.61444847490682
500,"Two-step",327,1.37385912812485
500,"Two-step",328,1.79775903628187
500,"Two-step",329,1.38088172488256
500,"Two-step",330,1.48050542008691
500,"Two-step",331,1.51523956432373
500,"Two-step",332,1.37397236216169
500,"Two-step",333,1.52199646325288
500,"Two-step",334,1.14526747793795
500,"Two-step",335,1.48062341708769
500,"Two-step",336,1.66920255456335
500,"Two-step",337,1.39374022189626
500,"Two-step",338,1.73539969992261
500,"Two-step",339,1.4017412806757
500,"Two-step",340,1.43521385087415
500,"Two-step",341,1.66253432623795
500,"Two-step",342,1.40112221681489
500,"Two-step",343,2.11118872690549
500,"Two-step",344,1.41833356208852
500,"Two-step",345,1.06858075681914
500,"Two-step",346,1.53833386245223
500,"Two-step",347,1.46030899350541
500,"Two-step",348,1.55166400982146
500,"Two-step",349,1.27298906700651
500,"Two-step",350,1.50665110972857
500,"Two-step",351,1.49881880780397
500,"Two-step",352,1.58602368332582
500,"Two-step",353,1.29995013436522
500,"Two-step",354,1.17929882133369
500,"Two-step",355,1.33478724850676
500,"Two-step",356,1.44349503018023
500,"Two-step",357,1.49232079852966
500,"Two-step",358,1.41818224676761
500,"Two-step",359,1.5471754389069
500,"Two-step",360,1.40689466611603
500,"Two-step",361,1.55531289051848
500,"Two-step",362,1.19479644853862
500,"Two-step",363,1.57928191548197
500,"Two-step",364,1.31491793094941
500,"Two-step",365,1.29795973687554
500,"Two-step",366,1.78063572742709
500,"Two-step",367,1.52596007631421
500,"Two-step",368,1.24416002054494
500,"Two-step",369,1.52147050685223
500,"Two-step",370,1.59482430490908
500,"Two-step",371,1.56955657817945
500,"Two-step",372,1.46438386426757
500,"Two-step",373,1.64924387765418
500,"Two-step",374,1.46122611623051
500,"Two-step",375,1.40101153486889
500,"Two-step",376,1.52928022695504
500,"Two-step",377,1.37137793304976
500,"Two-step",378,1.66764982251437
500,"Two-step",379,1.74485678780067
500,"Two-step",380,1.04232970575601
500,"Two-step",381,1.3186093656591
500,"Two-step",382,1.29105006046693
500,"Two-step",383,1.59478192414436
500,"Two-step",384,1.31324464375732
500,"Two-step",385,1.70848990840626
500,"Two-step",386,1.29986980940432
500,"Two-step",387,1.18418291978932
500,"Two-step",388,1.51947880765803
500,"Two-step",389,1.12731919818441
500,"Two-step",390,1.31023122872945
500,"Two-step",391,1.36041709402794
500,"Two-step",392,1.21705243087344
500,"Two-step",393,1.52974866238048
500,"Two-step",394,1.6550492285911
500,"Two-step",395,1.20578132781031
500,"Two-step",396,1.3190333959443
500,"Two-step",397,1.1688942001546
500,"Two-step",398,1.20587195783053
500,"Two-step",399,1.46121835984859
500,"Two-step",400,1.52776543108047
500,"Two-step",401,1.49285100982625
500,"Two-step",402,1.5054811590979
500,"Two-step",403,1.45411129041446
500,"Two-step",404,1.8628791357741
500,"Two-step",405,1.22128118118863
500,"Two-step",406,1.61117830654791
500,"Two-step",407,1.23474795225068
500,"Two-step",408,1.71927268166372
500,"Two-step",409,1.69583337284064
500,"Two-step",410,1.18560267141261
500,"Two-step",411,1.43380141862365
500,"Two-step",412,1.29303459290353
500,"Two-step",413,1.41908560204413
500,"Two-step",414,1.70085457657214
500,"Two-step",415,1.48697532349385
500,"Two-step",416,1.55916662007813
500,"Two-step",417,1.48991261921224
500,"Two-step",418,1.42570597772954
500,"Two-step",419,1.41074696831905
500,"Two-step",420,1.65244791036869
500,"Two-step",421,1.63687640540295
500,"Two-step",422,1.49436467278526
500,"Two-step",423,1.46202376721293
500,"Two-step",424,1.38137001500496
500,"Two-step",425,1.20309792751896
500,"Two-step",426,1.44812095838294
500,"Two-step",427,1.27307974484962
500,"Two-step",428,1.50875775070394
500,"Two-step",429,1.27560999688551
500,"Two-step",430,1.44686564511285
500,"Two-step",431,1.50198347770768
500,"Two-step",432,1.37706521339633
500,"Two-step",433,1.41374182116505
500,"Two-step",434,1.58278384122477
500,"Two-step",435,1.37282417225353
500,"Two-step",436,1.6280667206965
500,"Two-step",437,1.20840216170249
500,"Two-step",438,1.40949620594953
500,"Two-step",439,1.3115447187647
500,"Two-step",440,1.41496658792531
500,"Two-step",441,1.41705493221468
500,"Two-step",442,1.63283141396183
500,"Two-step",443,1.63809166587474
500,"Two-step",444,1.34697570675295
500,"Two-step",445,1.31044983962653
500,"Two-step",446,1.27686998714843
500,"Two-step",447,1.57290681217423
500,"Two-step",448,1.66255320094959
500,"Two-step",449,1.42612702302157
500,"Two-step",450,1.50459517334918
500,"Two-step",451,1.45867644201021
500,"Two-step",452,1.52101582145656
500,"Two-step",453,1.6294307077573
500,"Two-step",454,1.46287531722561
500,"Two-step",455,1.46527148108823
500,"Two-step",456,1.47488532701683
500,"Two-step",457,1.42981374715911
500,"Two-step",458,1.38760484836963
500,"Two-step",459,1.36658719183985
500,"Two-step",460,1.51704490240708
500,"Two-step",461,1.48066484302885
500,"Two-step",462,1.5014427052451
500,"Two-step",463,1.33883145222662
500,"Two-step",464,1.42320663830346
500,"Two-step",465,1.52436141840146
500,"Two-step",466,1.42957848483922
500,"Two-step",467,1.1884162673754
500,"Two-step",468,1.32435388902969
500,"Two-step",469,1.22337623666327
500,"Two-step",470,1.66072540675208
500,"Two-step",471,1.24709138740774
500,"Two-step",472,1.32251546941191
500,"Two-step",473,1.42862083441135
500,"Two-step",474,1.3463270378225
500,"Two-step",475,1.46085594285232
500,"Two-step",476,1.29851939328557
500,"Two-step",477,1.60267250706401
500,"Two-step",478,1.29288741839024
500,"Two-step",479,1.56894796479943
500,"Two-step",480,1.18815362987693
500,"Two-step",481,1.18392140460396
500,"Two-step",482,1.49966064131838
500,"Two-step",483,1.20013031155713
500,"Two-step",484,1.53217327983842
500,"Two-step",485,1.43049181024996
500,"Two-step",486,1.63559542629959
500,"Two-step",487,1.54258018439142
500,"Two-step",488,1.63266638670578
500,"Two-step",489,1.54506332184096
500,"Two-step",490,1.47434997055033
500,"Two-step",491,1.29431403897297
500,"Two-step",492,1.69442701318136
500,"Two-step",493,1.4134350084713
500,"Two-step",494,1.36049838451484
500,"Two-step",495,1.38000191014207
500,"Two-step",496,1.4269446119005
500,"Two-step",497,1.31931614713194
500,"Two-step",498,1.29397899834784
500,"Two-step",499,1.43057004699217
500,"Two-step",500,1.48892702834839
500,"Two-step",501,1.47191215136577
500,"Two-step",502,1.50306564098095
500,"Two-step",503,1.56202665040705
500,"Two-step",504,1.09392060961499
500,"Two-step",505,1.55224484404519
500,"Two-step",506,1.52817800725816
500,"Two-step",507,1.21834720942465
500,"Two-step",508,1.74758671235346
500,"Two-step",509,1.15752962789997
500,"Two-step",510,1.61792697138768
500,"Two-step",511,1.53887903717087
500,"Two-step",512,1.3365061174603
500,"Two-step",513,1.35096498580567
500,"Two-step",514,1.23883122381094
500,"Two-step",515,1.30598861790799
500,"Two-step",516,1.42884190106808
500,"Two-step",517,1.13429746519687
500,"Two-step",518,1.39673728020388
500,"Two-step",519,1.27834627979978
500,"Two-step",520,1.30587446946857
500,"Two-step",521,1.58330541302756
500,"Two-step",522,1.27069015592116
500,"Two-step",523,1.4773616901005
500,"Two-step",524,1.24720027044636
500,"Two-step",525,1.10212027227515
500,"Two-step",526,1.35112460261354
500,"Two-step",527,1.33037694989441
500,"Two-step",528,1.32337479281221
500,"Two-step",529,1.33537478860104
500,"Two-step",530,1.68182658859148
500,"Two-step",531,1.33435129442231
500,"Two-step",532,1.49628098150539
500,"Two-step",533,1.39482370964541
500,"Two-step",534,1.73022564948696
500,"Two-step",535,1.7147146551777
500,"Two-step",536,1.52291126587574
500,"Two-step",537,1.63755661285656
500,"Two-step",538,1.50663262484899
500,"Two-step",539,1.52218561866045
500,"Two-step",540,1.42292606640172
500,"Two-step",541,1.30029895757344
500,"Two-step",542,1.29530250759886
500,"Two-step",543,1.48630316829105
500,"Two-step",544,1.41786389396763
500,"Two-step",545,1.54126963835869
500,"Two-step",546,1.3694551390844
500,"Two-step",547,1.55272255279239
500,"Two-step",548,1.6885225078429
500,"Two-step",549,1.23116888173749
500,"Two-step",550,1.39796395752551
500,"Two-step",551,1.67578418842376
500,"Two-step",552,1.36151207540609
500,"Two-step",553,1.41032339416539
500,"Two-step",554,1.44702365050692
500,"Two-step",555,1.5882380285595
500,"Two-step",556,1.30372346120364
500,"Two-step",557,1.41779734505201
500,"Two-step",558,1.49141346144953
500,"Two-step",559,1.42032839615029
500,"Two-step",560,1.59594529307701
500,"Two-step",561,1.27608634975937
500,"Two-step",562,1.50395082451083
500,"Two-step",563,1.80264533175414
500,"Two-step",564,1.43443909993429
500,"Two-step",565,1.58342562784476
500,"Two-step",566,1.49581038988925
500,"Two-step",567,1.36457862837296
500,"Two-step",568,1.69386541414587
500,"Two-step",569,1.5272912302937
500,"Two-step",570,1.49768598043997
500,"Two-step",571,1.31860886882613
500,"Two-step",572,1.43283863707658
500,"Two-step",573,1.25077495986605
500,"Two-step",574,1.35391587787673
500,"Two-step",575,1.50808930033875
500,"Two-step",576,1.37828511470454
500,"Two-step",577,1.4297919242746
500,"Two-step",578,1.48204361475036
500,"Two-step",579,1.33301671907268
500,"Two-step",580,1.52411789714906
500,"Two-step",581,1.40476529405001
500,"Two-step",582,1.40577701032538
500,"Two-step",583,1.57884315720915
500,"Two-step",584,1.38893388278065
500,"Two-step",585,1.47455271292149
500,"Two-step",586,1.36318699895187
500,"Two-step",587,1.21917942319881
500,"Two-step",588,1.59871494445689
500,"Two-step",589,1.29792217918747
500,"Two-step",590,1.41124897870559
500,"Two-step",591,1.43134857866635
500,"Two-step",592,1.60174591268307
500,"Two-step",593,1.45701972049199
500,"Two-step",594,1.48367100662143
500,"Two-step",595,1.50911755518668
500,"Two-step",596,1.77219330688308
500,"Two-step",597,1.63073817155927
500,"Two-step",598,1.55922894789294
500,"Two-step",599,1.48192276725358
500,"Two-step",600,1.29300757514406
500,"Two-step",601,1.37454167422039
500,"Two-step",602,1.21393268503096
500,"Two-step",603,1.17332802968953
500,"Two-step",604,1.56115835293261
500,"Two-step",605,1.39531029357013
500,"Two-step",606,1.36397425143572
500,"Two-step",607,1.32375106491533
500,"Two-step",608,1.78804561854419
500,"Two-step",609,1.29738024113623
500,"Two-step",610,1.21918440855897
500,"Two-step",611,1.3063559058706
500,"Two-step",612,1.25693369472963
500,"Two-step",613,1.39829392741689
500,"Two-step",614,1.45906549973893
500,"Two-step",615,1.29214119136467
500,"Two-step",616,1.52446613679006
500,"Two-step",617,1.46163702232816
500,"Two-step",618,1.32671023531938
500,"Two-step",619,1.44141791535752
500,"Two-step",620,1.39971810371682
500,"Two-step",621,1.54312048692643
500,"Two-step",622,1.13670184913761
500,"Two-step",623,1.78390685836989
500,"Two-step",624,1.79818835005933
500,"Two-step",625,1.4334242610112
500,"Two-step",626,1.48018112892279
500,"Two-step",627,1.44082960424888
500,"Two-step",628,1.31288574030517
500,"Two-step",629,1.54379828589798
500,"Two-step",630,1.54902798559063
500,"Two-step",631,1.47464601609722
500,"Two-step",632,1.48838813467489
500,"Two-step",633,1.45590642913024
500,"Two-step",634,1.28947711489799
500,"Two-step",635,1.42423068362408
500,"Two-step",636,1.55171317017631
500,"Two-step",637,1.33312457330262
500,"Two-step",638,1.40413524983807
500,"Two-step",639,1.29956711116188
500,"Two-step",640,1.35537037899977
500,"Two-step",641,1.25449637890122
500,"Two-step",642,1.34410330580583
500,"Two-step",643,1.30078662287118
500,"Two-step",644,1.53021656777079
500,"Two-step",645,1.62335099859679
500,"Two-step",646,1.33048682317657
500,"Two-step",647,1.09831937165998
500,"Two-step",648,1.54496080434394
500,"Two-step",649,1.62820348561053
500,"Two-step",650,1.50201088157961
500,"Two-step",651,1.32911052121187
500,"Two-step",652,1.6099703468476
500,"Two-step",653,1.49712857924595
500,"Two-step",654,1.47309942683379
500,"Two-step",655,1.46735126773807
500,"Two-step",656,1.27399036567127
500,"Two-step",657,1.40728927164677
500,"Two-step",658,1.47377474264858
500,"Two-step",659,1.43453744733692
500,"Two-step",660,1.52881109285922
500,"Two-step",661,1.4100250445744
500,"Two-step",662,1.2834246469679
500,"Two-step",663,1.4429666021202
500,"Two-step",664,1.44438763406204
500,"Two-step",665,1.59095800437446
500,"Two-step",666,1.56640232831898
500,"Two-step",667,1.35750441807863
500,"Two-step",668,1.39536204247158
500,"Two-step",669,1.29193946176627
500,"Two-step",670,1.20883677825076
500,"Two-step",671,1.45635134177522
500,"Two-step",672,1.43659765941902
500,"Two-step",673,1.42178889901288
500,"Two-step",674,1.55708693707224
500,"Two-step",675,1.43503140624114
500,"Two-step",676,1.49243609114756
500,"Two-step",677,1.34305592767453
500,"Two-step",678,1.36443479924731
500,"Two-step",679,1.36592497962211
500,"Two-step",680,1.33772259209996
500,"Two-step",681,1.59621667173748
500,"Two-step",682,1.24702047912827
500,"Two-step",683,1.54776193272913
500,"Two-step",684,1.44698137629332
500,"Two-step",685,1.20071224964377
500,"Two-step",686,1.53711905366274
500,"Two-step",687,1.43907859102972
500,"Two-step",688,1.43849574124497
500,"Two-step",689,1.52766213262936
500,"Two-step",690,1.57831982268078
500,"Two-step",691,1.47819536608038
500,"Two-step",692,1.4034347174764
500,"Two-step",693,1.47940421498559
500,"Two-step",694,1.41204368638934
500,"Two-step",695,1.56472529833691
500,"Two-step",696,1.2705859786861
500,"Two-step",697,1.49538476956192
500,"Two-step",698,1.58410568371947
500,"Two-step",699,1.47287768373479
500,"Two-step",700,1.64318274335217
500,"Two-step",701,1.33891487120033
500,"Two-step",702,1.67382365474178
500,"Two-step",703,1.53636748329537
500,"Two-step",704,1.40343966439799
500,"Two-step",705,1.43558661049005
500,"Two-step",706,1.39817682871879
500,"Two-step",707,1.43266921803878
500,"Two-step",708,1.57239740362624
500,"Two-step",709,1.41057375500992
500,"Two-step",710,1.54902923643011
500,"Two-step",711,1.34508933945602
500,"Two-step",712,1.42465055767019
500,"Two-step",713,1.18596616682856
500,"Two-step",714,1.47371257322962
500,"Two-step",715,1.52948918906406
500,"Two-step",716,1.52792463789443
500,"Two-step",717,1.5484399224647
500,"Two-step",718,1.27753111653035
500,"Two-step",719,1.49420292757949
500,"Two-step",720,1.47271021997735
500,"Two-step",721,1.35268560172562
500,"Two-step",722,1.49265945609934
500,"Two-step",723,1.54741715291779
500,"Two-step",724,1.54498868478031
500,"Two-step",725,1.42487757781746
500,"Two-step",726,1.53075575672257
500,"Two-step",727,1.36369471402161
500,"Two-step",728,1.38923760482668
500,"Two-step",729,1.55558406267623
500,"Two-step",730,1.39655024321273
500,"Two-step",731,1.24331270507517
500,"Two-step",732,1.1937795591357
500,"Two-step",733,1.3635061887712
500,"Two-step",734,1.37258975982142
500,"Two-step",735,1.49123423636879
500,"Two-step",736,1.45452140025018
500,"Two-step",737,1.44463321380373
500,"Two-step",738,1.43368143971442
500,"Two-step",739,1.56861985704555
500,"Two-step",740,1.74453745323817
500,"Two-step",741,1.49261457786794
500,"Two-step",742,1.40532057472556
500,"Two-step",743,1.44466819178178
500,"Two-step",744,1.17092599667568
500,"Two-step",745,1.52618977870019
500,"Two-step",746,1.47639044315652
500,"Two-step",747,1.32139481383924
500,"Two-step",748,1.43577114401803
500,"Two-step",749,1.16966464439597
500,"Two-step",750,1.57484617619966
500,"Two-step",751,1.34267425356844
500,"Two-step",752,1.28214463574933
500,"Two-step",753,1.32661535287482
500,"Two-step",754,1.41939638069448
500,"Two-step",755,1.26035253738669
500,"Two-step",756,1.32803348091661
500,"Two-step",757,1.65354005715645
500,"Two-step",758,1.30488438257726
500,"Two-step",759,1.35922251892947
500,"Two-step",760,1.40803356665284
500,"Two-step",761,1.40236282984861
500,"Two-step",762,1.07687085891217
500,"Two-step",763,1.49090128412373
500,"Two-step",764,1.54969825374418
500,"Two-step",765,1.18870954624859
500,"Two-step",766,1.48997754733134
500,"Two-step",767,1.53971583605832
500,"Two-step",768,1.33308726629485
500,"Two-step",769,1.27751547755959
500,"Two-step",770,1.41111091607441
500,"Two-step",771,1.27408231611639
500,"Two-step",772,1.5902428134668
500,"Two-step",773,1.42102476247513
500,"Two-step",774,1.484410576708
